PRODUTO;DESCRICAO;LOTE MINIMO;PRECO (R$);%ICMS;%IPI;IPI (R$)
SN4245;TOM EMB NEG BRASIKON 3P+T 32A 600/690V 5H PT IP44;1;R$ 249,72;7;9,75;R$ 24,34
SN4549;TOM EMB NEG BRASIKON 3P+T 63A 200/250V 9H AZ IP67;1;R$ 243,93;7;9,75;R$ 23,78
SN4546;TOM EMB NEG BRASIKON 3P+T 63A 380/440V 6H VM IP67;1;R$ 243,93;7;9,75;R$ 23,78
SN4846;TOM EMB NEG BRASIKON 3P+T+PIL 200A 380/440V 6H VM;1;R$ 2.119,15;7;9,75;R$ 206,61
S3004;TOM SOB BRASIKON 2P+T 16A 100/130V 4H AM IP44;1;R$ 36,68;7;9,75;R$ 3,57
S3006;TOM SOB BRASIKON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 36,68;7;9,75;R$ 3,57
S3002;TOM SOB BRASIKON 2P+T 16A 24V 2H LI IP44;1;R$ 85,18;7;9,75;R$ 8,30
S3009;TOM SOB BRASIKON 2P+T 16A 380/440V 9H VM IP44;1;R$ 36,68;7;9,75;R$ 3,57
S3204;TOM SOB BRASIKON 2P+T 32A 100/130V 4H AM IP44;1;R$ 62,39;7;9,75;R$ 6,08
S3206;TOM SOB BRASIKON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 62,39;7;9,75;R$ 6,08
S3209;TOM SOB BRASIKON 2P+T 32A 380/440V 9H VM IP44;1;R$ 62,39;7;9,75;R$ 6,08
S3504;TOM SOB BRASIKON 2P+T 63A 100/130V 4H AM IP67;1;R$ 468,60;7;9,75;R$ 45,68
S3506;TOM SOB BRASIKON 2P+T 63A 200/250V 6H AZ IP67;1;R$ 468,60;7;9,75;R$ 45,68
S3509;TOM SOB BRASIKON 2P+T 63A 380/440V 9H VM IP67;1;R$ 468,60;7;9,75;R$ 45,68
S5606;TOM SOB BRASIKON 3P+N+T 125A 380/440V 6H VM IP67;1;R$ 1.840,17;7;9,75;R$ 179,41
S5009;TOM SOB BRASIKON 3P+N+T 16A 200/250V 9H AZ IP44;1;R$ 52,19;7;9,75;R$ 5,08
S5006;TOM SOB BRASIKON 3P+N+T 16A 380/440V 6H VM IP44;1;R$ 52,19;7;9,75;R$ 5,08
S5005;TOM SOB BRASIKON 3P+N+T 16A 600/690V 5H PT IP44;1;R$ 88,76;7;9,75;R$ 8,65
S5209;TOM SOB BRASIKON 3P+N+T 32A 200/250V 9H AZ IP44;1;R$ 67,09;7;9,75;R$ 6,54
S5206;TOM SOB BRASIKON 3P+N+T 32A 380/440V 6H VM IP44;1;R$ 67,09;7;9,75;R$ 6,54
S5205;TOM SOB BRASIKON 3P+N+T 32A 600/690V 5H PT IP44;1;R$ 114,04;7;9,75;R$ 11,11
S5509;TOM SOB BRASIKON 3P+N+T 63A 200/250V 9H AZ IP67;1;R$ 301,49;7;9,75;R$ 29,39
S5506;TOM SOB BRASIKON 3P+N+T 63A 380/440V 6H VM IP67;1;R$ 301,49;7;9,75;R$ 29,39
S5505;TOM SOB BRASIKON 3P+N+T 63A 600/690V 5H PT IP67;1;R$ 633,15;7;9,75;R$ 61,73
S4609;TOM SOB BRASIKON 3P+T 125A 200/250V 9H AZ IP67;1;R$ 323,10;7;9,75;R$ 31,50
S4606;TOM SOB BRASIKON 3P+T 125A 380/440V 6H VM IP67;1;R$ 323,10;7;9,75;R$ 31,50
S4605;TOM SOB BRASIKON 3P+T 125A 600/690V 5H PT IP67;1;R$ 574,25;7;9,75;R$ 55,98
S4004;TOM SOB BRASIKON 3P+T 16A 100/130V 4H AM IP44;1;R$ 43,14;7;9,75;R$ 4,20
S4009;TOM SOB BRASIKON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 43,14;7;9,75;R$ 4,20
S4006BM;TOM SOB BRASIKON 3P+T 16A 380/440V 6H VM;1;R$ 137,77;7;9,75;R$ 13,43
S4006;TOM SOB BRASIKON 3P+T 16A 380/440V 6H VM IP44;1;R$ 43,14;7;9,75;R$ 4,20
S4000;TOM SOB BRASIKON 3P+T 16A 500HZ 10H VD IP44;1;R$ 109,46;7;9,75;R$ 10,67
S4005;TOM SOB BRASIKON 3P+T 16A 600/690V 5H PT IP44;1;R$ 64,70;7;9,75;R$ 6,30
S4204;TOM SOB BRASIKON 3P+T 32A 100/130V 4H AM IP44;1;R$ 43,67;7;9,75;R$ 4,25
S4209;TOM SOB BRASIKON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 43,67;7;9,75;R$ 4,25
S4206BM;TOM SOB BRASIKON 3P+T 32A 380/440V 6H VM IP44;1;R$ 202,16;7;9,75;R$ 19,71
S4206;TOM SOB BRASIKON 3P+T 32A 380/440V 6H VM IP44;1;R$ 43,67;7;9,75;R$ 4,25
S4207;TOM SOB BRASIKON 3P+T 32A 500V 7H PT;1;R$ 56,79;7;9,75;R$ 5,53
S4205;TOM SOB BRASIKON 3P+T 32A 600/690V 5H PT IP44;1;R$ 56,79;7;9,75;R$ 5,53
S4504;TOM SOB BRASIKON 3P+T 63A 100/130V 4H AM IP67;1;R$ 150,04;7;9,75;R$ 14,62
S4509;TOM SOB BRASIKON 3P+T 63A 200/250V 9H AZ IP67;1;R$ 150,04;7;9,75;R$ 14,62
S4506;TOM SOB BRASIKON 3P+T 63A 380/440V 6H VM IP67;1;R$ 150,04;7;9,75;R$ 14,62
S45011;TOM SOB BRASIKON 3P+T 63A 440/460V 11H VM;1;R$ 195,04;7;9,75;R$ 19,01
S4505;TOM SOB BRASIKON 3P+T 63A 600/690V 5H PT IP67;1;R$ 195,04;7;9,75;R$ 19,01
S4806;TOM SOB BRASIKON 3P+T+PIL 200A 380/440V 6H VM IP67;1;R$ 2.118,15;7;9,75;R$ 206,51
S1006;TOM SOB BRASIKON 6P+T 16A 380/440V6H VM IP44;1;R$ 260,82;7;9,75;R$ 25,42
SN3004;TOM SOB NEG BRASIKON 2P+T 16A 100/130V 4H AM IP44;1;R$ 88,03;7;9,75;R$ 8,58
SN3006;TOM SOB NEG BRASIKON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 88,03;7;9,75;R$ 8,58
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SN3002;TOM SOB NEG BRASIKON 2P+T 16A 24V 2H LI IP44;1;R$ 246,51;7;9,75;R$ 24,03
SN3009;TOM SOB NEG BRASIKON 2P+T 16A 380/440V 9H VM IP44;1;R$ 88,03;7;9,75;R$ 8,58
SN3204;TOM SOB NEG BRASIKON 2P+T 32A 100/130V 4H AM IP44;1;R$ 131,14;7;9,75;R$ 12,78
SN3206;TOM SOB NEG BRASIKON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 131,14;7;9,75;R$ 12,78
SN3209;TOM SOB NEG BRASIKON 2P+T 32A 380/440V 9H VM IP44;1;R$ 131,14;7;9,75;R$ 12,78
SN3506;TOM SOB NEG BRASIKON 2P+T 63A 200/250V 6H AZ IP67;1;R$ 937,20;7;9,75;R$ 91,37
SN5606;TOM SOB NEG BRASIKON 3P+N+T 125A 380/440V 6H VM;1;R$ 2.392,20;7;9,75;R$ 233,23
SN5009;TOM SOB NEG BRASIKON 3P+N+T 16A 200/250V 9H AZ;1;R$ 118,25;7;9,75;R$ 11,52
SN5006;TOM SOB NEG BRASIKON 3P+N+T 16A 380/440V 6H VM;1;R$ 118,25;7;9,75;R$ 11,52
SN5209;TOM SOB NEG BRASIKON 3P+N+T 32A 200/250V 9H AZ IP4;1;R$ 151,74;7;9,75;R$ 14,79
SN5206;TOM SOB NEG BRASIKON 3P+N+T 32A 380/440V 6H VM IP4;1;R$ 151,74;7;9,75;R$ 14,79
SN5509;TOM SOB NEG BRASIKON 3P+N+T 63A 200/250V 9H AZ;1;R$ 376,91;7;9,75;R$ 36,74
SN5506;TOM SOB NEG BRASIKON 3P+N+T 63A 380/440V 6H VM;1;R$ 376,91;7;9,75;R$ 36,74
SN5505;TOM SOB NEG BRASIKON 3P+N+T 63A 600/690V 5H PT;1;R$ 791,52;7;9,75;R$ 77,17
SN4609;TOM SOB NEG BRASIKON 3P+T 125A 200/250V 9H AZ IP67;1;R$ 710,81;7;9,75;R$ 69,30
SN4606;TOM SOB NEG BRASIKON 3P+T 125A 380/440V 6H VM IP67;1;R$ 710,81;7;9,75;R$ 69,30
SN4009;TOM SOB NEG BRASIKON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 62,32;7;9,75;R$ 6,07
SN4006;TOM SOB NEG BRASIKON 3P+T 16A 380/440V 6H VM IP44;1;R$ 62,32;7;9,75;R$ 6,07
SN4209;TOM SOB NEG BRASIKON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 124,54;7;9,75;R$ 12,14
SN4206;TOM SOB NEG BRASIKON 3P+T 32A 380/440V 6H VM IP44;1;R$ 124,54;7;9,75;R$ 12,14
SN4509;TOM SOB NEG BRASIKON 3P+T 63A 200/250V 9H AZ IP67;1;R$ 305,40;7;9,75;R$ 29,77
SN4506;TOM SOB NEG BRASIKON 3P+T 63A 380/440V 6H VM IP67;1;R$ 305,40;7;9,75;R$ 29,77
SN4505;TOM SOB NEG BRASIKON 3P+T 63A 600/690V 5H PT IP67;1;R$ 641,35;7;9,75;R$ 62,53
SN4806;TOM SOB NEG BRASIKON 3P+T+PIL 200A 380/440V 6H VM;1;R$ 3.309,09;7;9,75;R$ 322,63
A5059;ACOP ALBANY 3P+N+T 16A 200/250V 9H AZ IP44;1;R$ 23,48;7;9,75;R$ 2,28
A5259;ACOP ALBANY 3P+N+T 32A 200/250V 9H AZ IP44;1;R$ 42,94;7;9,75;R$ 4,18
A5559;ACOP ALBANY 3P+N+T 63A 200/250V 9H AZ IP67;1;R$ 167,23;7;9,75;R$ 16,30
A5556;ACOP ALBANY 3P+N+T 63A 380/440V 6H VM IP67;1;R$ 167,23;7;9,75;R$ 16,30
A4659;ACOP ALBANY 3P+T 125A 200/250V 9H AZ IP67;1;R$ 488,30;7;9,75;R$ 47,60
A4656;ACOP ALBANY 3P+T 125A 380/440V 6H VM IP67;1;R$ 488,30;7;9,75;R$ 47,60
A4559;ACOP ALBANY 3P+T 63A 200/250V 9H AZ IP67;1;R$ 146,23;7;9,75;R$ 14,25
A4556;ACOP ALBANY 3P+T 63A 380/440V 6H VM IP67;1;R$ 146,23;7;9,75;R$ 14,25
A4679;PLUG ALBANY 3P+T 125A 200/250V 9H AZ IP67;1;R$ 177,72;7;9,75;R$ 17,32
A4676;PLUG ALBANY 3P+T 125A 380/440V 6H VM IP67;1;R$ 177,72;7;9,75;R$ 17,32
A5549;TOM EMB ALBANY 3P+N+T 63A 200/250V 9H AZ IP67;1;R$ 156,48;7;9,75;R$ 15,25
A5546;TOM EMB ALBANY 3P+N+T 63A 380/440V 6H VM IP67;1;R$ 156,48;7;9,75;R$ 15,25
A4649;TOM EMB ALBANY 3P+T 125A 200/250V 9H AZ IP67;1;R$ 212,48;7;9,75;R$ 20,71
A4646;TOM EMB ALBANY 3P+T 125A 380/440V 6H VM IP67;1;R$ 212,48;7;9,75;R$ 20,71
A5509;TOM SOB ALBANY 3P+N+T 63A 200/250V 9H AZ IP67;1;R$ 210,25;7;9,75;R$ 20,49
A5506;TOM SOB ALBANY 3P+N+T 63A 380/440V 6H VM IP67;1;R$ 210,25;7;9,75;R$ 20,49
A4609;TOM SOB ALBANY 3P+T 125A 200/250V 9H AZ IP67;1;R$ 223,13;7;9,75;R$ 21,75
A4606;TOM SOB ALBANY 3P+T 125A 380/440 6H VM IP67;1;R$ 223,13;7;9,75;R$ 21,75
N3054;ACOP NEWKON 2P+T 16A 100/130V 4H AM IP44;1;R$ 20,02;7;9,75;R$ 1,95
N3056;ACOP NEWKON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 20,02;7;9,75;R$ 1,95
N3052;ACOP NEWKON 2P+T 16A 24V 2H LI IP44;1;R$ 34,01;7;9,75;R$ 3,31
N3059;ACOP NEWKON 2P+T 16A 380/440V 9H VM IP44;1;R$ 20,02;7;9,75;R$ 1,95
N3254;ACOP NEWKON 2P+T 32A 100/130V 4H AM IP44;1;R$ 25,17;7;9,75;R$ 2,45
N3256;ACOP NEWKON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 25,17;7;9,75;R$ 2,45
N3259;ACOP NEWKON 2P+T 32A 380/440V 9H VM IP44;1;R$ 25,17;7;9,75;R$ 2,45
N4054;ACOP NEWKON 3P+T 16A 100/130V 4H AM IP44;1;R$ 23,33;7;9,75;R$ 2,27
N4059;ACOP NEWKON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 23,33;7;9,75;R$ 2,27
N4052;ACOP NEWKON 3P+T 16A 24V 2H LI IP44;1;R$ 39,67;7;9,75;R$ 3,86
N4056;ACOP NEWKON 3P+T 16A 380/440V 6H VM IP44;1;R$ 23,33;7;9,75;R$ 2,27
N4254;ACOP NEWKON 3P+T 32A 100/130V 4H AM IP44;1;R$ 27,76;7;9,75;R$ 2,70
N4259;ACOP NEWKON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 27,76;7;9,75;R$ 2,70
N4252;ACOP NEWKON 3P+T 32A 24V 2H IP44;1;R$ 47,20;7;9,75;R$ 4,60
N4256;ACOP NEWKON 3P+T 32A 380/440V 6H VM IP44;1;R$ 27,76;7;9,75;R$ 2,70
S00PG16KT;BASE SOBREPOR NEWKON 16A 3/4P ENTRADA PG16;1;R$ 13,66;7;9,75;R$ 1,33
S00PG21KT;BASE SOBREPOR NEWKON 16A 5P E 32A 3/4/5P ENTR PG21;1;R$ 15,35;7;9,75;R$ 1,49
5100PG16;CARC TOM SOB UNIV PG-16 C/TAMPAO M910;1;R$ 135,84;7;9,75;R$ 13,24
5100PG21;CARC TOM SOB UNIV PG-21 C/TAMPAO M910;1;R$ 74,94;7;9,75;R$ 7,30
N4576KIT;KIT ARRUELA TRAVA PLUG NEWKON 3P+T 63A VERMELHO;1;R$ 5,51;7;9,75;R$ 0,53
N3046KIT;KIT TAMPA. MOLA E PINO TRAVA NEWKON N3046KIT;50;R$ 7,53;7;9,75;R$ 0,73
NN3044;PLUG FIX EMB NEWKON 2P+T 16A 100/130V 4H AM IP44;1;R$ 50,30;7;9,75;R$ 4,90
NN3046;PLUG FIX EMB NEWKON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 50,30;7;9,75;R$ 4,90
NN3049;PLUG FIX EMB NEWKON 2P+T 16A 380/440V 9H VM IP44;1;R$ 50,30;7;9,75;R$ 4,90
NN3246;PLUG FIX EMB NEWKON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 62,77;7;9,75;R$ 6,12
NN4049;PLUG FIX EMB NEWKON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 53,35;7;9,75;R$ 5,20
NN4046;PLUG FIX EMB NEWKON 3P+T 16A 380/440V 6H VM IP44;1;R$ 53,35;7;9,75;R$ 5,20
NN4249;PLUG FIX EMB NEWKON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 64,06;7;9,75;R$ 6,24
NN4246;PLUG FIX EMB NEWKON 3P+T 32A 380/440V 6H VM IP44;1;R$ 64,06;7;9,75;R$ 6,24
NN3006;PLUG FIX SOB NEWKON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 29,99;7;9,75;R$ 2,92
NN3009;PLUG FIX SOB NEWKON 2P+T 16A 380/440V 9H VM IP44;1;R$ 29,41;7;9,75;R$ 2,86
NN3206;PLUG FIX SOB NEWKON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 39,65;7;9,75;R$ 3,86
NN3209;PLUG FIX SOB NEWKON 2P+T 32A 380/440V 9H VM IP44;1;R$ 33,67;7;9,75;R$ 3,28
NN5009;PLUG FIX SOB NEWKON 3P+N+T 16A 200/250V 9H AZ IP44;1;R$ 17,07;7;9,75;R$ 1,66
NN5206;PLUG FIX SOB NEWKON 3P+N+T 32A 380/440V 6H VM IP44;1;R$ 66,49;7;9,75;R$ 6,48
NN4009;PLUG FIX SOB NEWKON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 35,14;7;9,75;R$ 3,42
NN4006;PLUG FIX SOB NEWKON 3P+T 16A 380/440V 6H VM IP44;1;R$ 17,07;7;9,75;R$ 1,66
NN4209;PLUG FIX SOB NEWKON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 48,33;7;9,75;R$ 4,71
NN4206;PLUG FIX SOB NEWKON 3P+T 32A 380/440V 6H VM IP44;1;R$ 48,03;7;9,75;R$ 4,68
N3074;PLUG NEWKON 2P+T 16A 100/130V 4H AM IP44;1;R$ 15,13;7;9,75;R$ 1,47
N3076;PLUG NEWKON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 15,13;7;9,75;R$ 1,47
N3072;PLUG NEWKON 2P+T 16A 24V 2H LI IP44;1;R$ 25,73;7;9,75;R$ 2,50
N3079;PLUG NEWKON 2P+T 16A 380/440V 9H VM IP44;1;R$ 15,13;7;9,75;R$ 1,47
N3075;PLUG NEWKON 2P+T 16A 600/690V 5H PT IP44;1;R$ 25,73;7;9,75;R$ 2,50
N3274;PLUG NEWKON 2P+T 32A 100/130V 4H AM IP44;1;R$ 20,36;7;9,75;R$ 1,98
N3276;PLUG NEWKON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 20,36;7;9,75;R$ 1,98
N3272;PLUG NEWKON 2P+T 32A 24V 2H LI IP44;1;R$ 34,61;7;9,75;R$ 3,37
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
N3279;PLUG NEWKON 2P+T 32A 380/440V 9H VM IP44;1;R$ 20,36;7;9,75;R$ 1,98
N3275;PLUG NEWKON 2P+T 32A 600/690V 5H PT IP44;1;R$ 34,61;7;9,75;R$ 3,37
N3574;PLUG NEWKON 2P+T 63A 100/130V 4H AM IP67;1;R$ 346,01;7;9,75;R$ 33,73
N3576;PLUG NEWKON 2P+T 63A 200/250V 6H AZ IP67;1;R$ 346,01;7;9,75;R$ 33,73
N3579;PLUG NEWKON 2P+T 63A 380/440V 9H VM IP67;1;R$ 346,01;7;9,75;R$ 33,73
N5074;PLUG NEWKON 3P+N+T 16A 100/130V 4H AM IP44;1;R$ 22,44;7;9,75;R$ 2,18
N5079;PLUG NEWKON 3P+N+T 16A 200/250V 9H AZ IP44;1;R$ 22,44;7;9,75;R$ 2,18
N5076;PLUG NEWKON 3P+N+T 16A 380/440V 6H VM IP44;1;R$ 22,44;7;9,75;R$ 2,18
N5274;PLUG NEWKON 3P+N+T 32A 100/130V 4H AM IP44;1;R$ 26,37;7;9,75;R$ 2,57
N5279;PLUG NEWKON 3P+N+T 32A 200/250V 9H AZ IP44;1;R$ 26,37;7;9,75;R$ 2,57
N5276;PLUG NEWKON 3P+N+T 32A 380/440V 6H VM IP44;1;R$ 26,37;7;9,75;R$ 2,57
N5275;PLUG NEWKON 3P+N+T 32A 600/690V 5H PT IP44;1;R$ 44,84;7;9,75;R$ 4,37
N5579;PLUG NEWKON 3P+N+T 63A 200/250V 9H AZ IP67;1;R$ 122,28;7;9,75;R$ 11,92
N5576;PLUG NEWKON 3P+N+T 63A 380/440V 6H VM IP67;1;R$ 122,28;7;9,75;R$ 11,92
N4074;PLUG NEWKON 3P+T 16A 100/130V 4H AM IP44;1;R$ 18,16;7;9,75;R$ 1,77
N4079;PLUG NEWKON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 18,16;7;9,75;R$ 1,77
N4072;PLUG NEWKON 3P+T 16A 24V 2H LI IP44;1;R$ 24,11;7;9,75;R$ 2,35
N4076;PLUG NEWKON 3P+T 16A 380/440V 6H VM IP44;1;R$ 18,16;7;9,75;R$ 1,77
N4075;PLUG NEWKON 3P+T 16A 600/690V 5H PT IP44;1;R$ 30,87;7;9,75;R$ 3,00
N4274;PLUG NEWKON 3P+T 32A 100/130V 4H AM IP44;1;R$ 24,08;7;9,75;R$ 2,34
N4279;PLUG NEWKON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 24,08;7;9,75;R$ 2,34
N4276;PLUG NEWKON 3P+T 32A 380/440V 6H VM IP44;1;R$ 24,08;7;9,75;R$ 2,34
N4275;PLUG NEWKON 3P+T 32A 600/690V 5H PT IP44;1;R$ 40,94;7;9,75;R$ 3,99
N4579;PLUG NEWKON 3P+T 63A 200/250V 9H AZ IP67;1;R$ 75,83;7;9,75;R$ 7,39
N4576;PLUG NEWKON 3P+T 63A 380/440V 6H VM IP67;1;R$ 75,83;7;9,75;R$ 7,39
N4575;PLUG NEWKON 3P+T 63A 600/690V 5H PT IP67;1;R$ 122,24;7;9,75;R$ 11,91
TMPN3006;TAMPA+MOLA+PINO TOM SOB NEWKON 2P+T 16A 220V 6H AZ;1;R$ 13,59;7;9,75;R$ 1,32
N3044;TOM EMB NEWKON 2P+T 16A 100/130V 4H AM IP44;1;R$ 15,38;7;9,75;R$ 1,49
N3046;TOM EMB NEWKON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 15,38;7;9,75;R$ 1,49
N3042;TOM EMB NEWKON 2P+T 16A 24V 2H LI IP44;1;R$ 26,14;7;9,75;R$ 2,54
N3049;TOM EMB NEWKON 2P+T 16A 380/440V 9H VM IP44;1;R$ 15,38;7;9,75;R$ 1,49
N3244;TOM EMB NEWKON 2P+T 32A 100/130V 4H AM IP44;1;R$ 21,61;7;9,75;R$ 2,10
N3246;TOM EMB NEWKON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 21,61;7;9,75;R$ 2,10
N3242;TOM EMB NEWKON 2P+T 32A 24V 2H LI IP44;1;R$ 36,75;7;9,75;R$ 3,58
N3249;TOM EMB NEWKON 2P+T 32A 380/440V 9H VM IP44;1;R$ 21,61;7;9,75;R$ 2,10
N5049;TOM EMB NEWKON 3P+N+T 16A 200/250V 9H AZ IP44;1;R$ 25,08;7;9,75;R$ 2,44
N5046;TOM EMB NEWKON 3P+N+T 16A 380/440V 6H VM IP44;1;R$ 25,08;7;9,75;R$ 2,44
N5045;TOM EMB NEWKON 3P+N+T 16A 600/690V 5H PT IP44;1;R$ 42,64;7;9,75;R$ 4,15
N5249;TOM EMB NEWKON 3P+N+T 32A 200/250V 9H AZ IP44;1;R$ 31,68;7;9,75;R$ 3,08
N5246;TOM EMB NEWKON 3P+N+T 32A 380/440V 6H VM IP44;1;R$ 31,68;7;9,75;R$ 3,08
N4044;TOM EMB NEWKON 3P+T 16A 100/130V 4H AM IP44;1;R$ 20,41;7;9,75;R$ 1,98
N4049;TOM EMB NEWKON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 20,41;7;9,75;R$ 1,98
N4042;TOM EMB NEWKON 3P+T 16A 24V 2H LI IP44;1;R$ 34,69;7;9,75;R$ 3,38
N4046;TOM EMB NEWKON 3P+T 16A 380/440V 6H VM IP44;1;R$ 20,41;7;9,75;R$ 1,98
N4045;TOM EMB NEWKON 3P+T 16A 600/690V 5H PT IP44;1;R$ 34,69;7;9,75;R$ 3,38
N4244;TOM EMB NEWKON 3P+T 32A 100/130V 4H AM IP44;1;R$ 22,23;7;9,75;R$ 2,16
N4249;TOM EMB NEWKON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 22,23;7;9,75;R$ 2,16
N4242;TOM EMB NEWKON 3P+T 32A 24V 2H LI IP44;1;R$ 37,79;7;9,75;R$ 3,68
N4246;TOM EMB NEWKON 3P+T 32A 380/440V 6H VM IP44;1;R$ 22,23;7;9,75;R$ 2,16
N4245;TOM EMB NEWKON 3P+T 32A 600/690V 5H PT IP44;1;R$ 37,79;7;9,75;R$ 3,68
N4549;TOM EMB NEWKON 3P+T 63A 200/250V 9H AZ IP67;1;R$ 78,19;7;9,75;R$ 7,62
N4546;TOM EMB NEWKON 3P+T 63A 380/440V 6H VM IP67;1;R$ 78,19;7;9,75;R$ 7,62
N4545;TOM EMB NEWKON 3P+T 63A 600/690V 5H PT IP67;1;R$ 117,29;7;9,75;R$ 11,43
N3004;TOM SOB NEWKON 2P+T 16A 100/130V 4H AM IP44;1;R$ 19,78;7;9,75;R$ 1,92
N3006;TOM SOB NEWKON 2P+T 16A 200/250V 6H AZ IP44;1;R$ 19,78;7;9,75;R$ 1,92
N3002;TOM SOB NEWKON 2P+T 16A 24V 2H LI IP44;1;R$ 33,63;7;9,75;R$ 3,27
N3009;TOM SOB NEWKON 2P+T 16A 380/440V 9H VM IP44;1;R$ 19,78;7;9,75;R$ 1,92
N3204;TOM SOB NEWKON 2P+T 32A 100/130V 4H AM IP44;1;R$ 25,79;7;9,75;R$ 2,51
N3206;TOM SOB NEWKON 2P+T 32A 200/250V 6H AZ IP44;1;R$ 25,79;7;9,75;R$ 2,51
N3202;TOM SOB NEWKON 2P+T 32A 24V 2H LI IP44;1;R$ 44,12;7;9,75;R$ 4,30
N3209;TOM SOB NEWKON 2P+T 32A 380/440V 9H VM IP44;1;R$ 25,79;7;9,75;R$ 2,51
N3205;TOM SOB NEWKON 2P+T 32A 600/690V 5H PT IP44;1;R$ 44,12;7;9,75;R$ 4,30
N5009;TOM SOB NEWKON 3P+N+T 16A 200/250V 9H AZ IP44;1;R$ 31,00;7;9,75;R$ 3,02
N5006;TOM SOB NEWKON 3P+N+T 16A 380/440V 6H VM IP44;1;R$ 31,00;7;9,75;R$ 3,02
N5005;TOM SOB NEWKON 3P+N+T 16A 600/690V 5H PT IP44;1;R$ 52,67;7;9,75;R$ 5,13
N5204;TOM SOB NEWKON 3P+N+T 32A 100/130V 4H AM IP44;1;R$ 39,84;7;9,75;R$ 3,88
N5209;TOM SOB NEWKON 3P+N+T 32A 200/250V 9H AZ IP44;1;R$ 39,84;7;9,75;R$ 3,88
N5206;TOM SOB NEWKON 3P+N+T 32A 380/440V 6H VM IP44;1;R$ 39,84;7;9,75;R$ 3,88
N5205;TOM SOB NEWKON 3P+N+T 32A 600/690V 5H PT IP44;1;R$ 67,72;7;9,75;R$ 6,60
N4002;TOM SOB NEWKON 3P+T 016A 024V 02H LI;1;R$ 43,55;7;9,75;R$ 4,24
N4004;TOM SOB NEWKON 3P+T 16A 100/130V 4H AM IP44;1;R$ 25,61;7;9,75;R$ 2,49
N4009;TOM SOB NEWKON 3P+T 16A 200/250V 9H AZ IP44;1;R$ 25,61;7;9,75;R$ 2,49
N4006;TOM SOB NEWKON 3P+T 16A 380/440V 6H VM IP44;1;R$ 25,61;7;9,75;R$ 2,49
N4204;TOM SOB NEWKON 3P+T 32A 100/130V 4H AM IP44;1;R$ 25,93;7;9,75;R$ 2,52
N4209;TOM SOB NEWKON 3P+T 32A 200/250V 9H AZ IP44;1;R$ 25,93;7;9,75;R$ 2,52
N4206;TOM SOB NEWKON 3P+T 32A 380/440V 6H VM IP44;1;R$ 25,93;7;9,75;R$ 2,52
N4504;TOM SOB NEWKON 3P+T 63A 100/130V 4H AM IP67;1;R$ 89,09;7;9,75;R$ 8,68
N4509;TOM SOB NEWKON 3P+T 63A 200/250V 9H AZ IP67;1;R$ 89,09;7;9,75;R$ 8,68
N4506;TOM SOB NEWKON 3P+T 63A 380/440V 6H VM IP67;1;R$ 89,09;7;9,75;R$ 8,68
N4505;TOM SOB NEWKON 3P+T 63A 600/690V 5H PT IP67;1;R$ 133,62;7;9,75;R$ 13,02
S3054WNQ;ACOP SHOCK TITE 2P+T 016A 100/130V 4H AM NQ;1;R$ 150,01;7;9,75;R$ 14,62
S3056WNQ;ACOP SHOCK TITE 2P+T 016A 200/250 6H AZ NIQUELADO;1;R$ 150,01;7;9,75;R$ 14,62
S3656W;ACOP SHOCK TITE 2P+T 125A 200/250V 6H AZ IP67;1;R$ 1.064,60;7;9,75;R$ 103,79
S3054W;ACOP SHOCK TITE 2P+T 16A 100/130V 4H AM IP67;1;R$ 73,68;7;9,75;R$ 7,18
